"","label","sess_dur","sess_pkts","tcp_keep_alive","tcp_keep_alive_ack","http_resp_2xx","http_resp_3xx","http_resp_4xx","http_resp_5xx","http_req_get","http_req_post","http_req_put","http_req_head","http_uri","http_usr_agent","http_duration","http_len_mean","http_len_max","http_len_min","http_time_mean","http_time_max","http_time_min","http_pkt_no","mqtt_topic","mqtt_publish","mqtt_ack","mqtt_ping","mqtt_duration","mqtt_len_mean","mqtt_len_max","mqtt_len_min","mqtt_time_mean","mqtt_time_max","mqtt_time_min","mqtt_pkt_no","dns_qry_name","dns_ipv4","dns_ipv6","dns_qry_cls","dns_no_errors","dns_errors","dns_num_qns","dns_num_ans","dns_duration","dns_len_mean","dns_len_max","dns_len_min","dns_time_mean","dns_time_max","dns_time_min","dns_pkt_no","mdns_qry_name","mdns_num_qns","mdns_num_ans","mdns_duration","mdns_len_mean","mdns_len_max","mdns_len_min","mdns_time_mean","mdns_time_max","mdns_time_min","mdns_pkt_no","quic_rst","quic_payload","quic_duration","quic_len_mean","quic_len_max","quic_len_min","quic_time_mean","quic_time_max","quic_time_min","quic_pkt_no","ssl_duration","ssl_len_mean","ssl_len_max","ssl_len_min","ssl_time_mean","ssl_time_max","ssl_time_min","ssl_pkt_no","bootp_duration","bootp_len_mean","bootp_len_max","bootp_len_min","bootp_time_mean","bootp_time_max","bootp_time_min","bootp_pkt_no","ssdp_duration","ssdp_len_mean","ssdp_len_max","ssdp_len_min","ssdp_time_mean","ssdp_time_max","ssdp_time_min","ssdp_pkt_no","classicstun_duration","classicstun_len_mean","classicstun_len_max","classicstun_len_min","classicstun_time_mean","classicstun_time_max","classicstun_time_min","classicstun_pkt_no","ntp_duration","ntp_len_mean","ntp_len_max","ntp_len_min","ntp_time_mean","ntp_time_max","ntp_time_min","ntp_pkt_no"
"1",7,898.05283498764,1472,60,60,15,0,0,0,0,0,0,15,"/generate_204","none",0.0159300327301025,72.6,137,54,0.00177000363667806,0.0190181732177734,9.51290130615234e-05,150,"none",0,0,0,0,0,0,0,0,0,0,0,"clients1.google.com",0,0,43,39,4,63,63,0.00852485035741052,115.860465116279,199,74,0.00686033381972202,0.175119638442993,2.24113464355469e-05,126,"_googlezone._tcp.local",15,126,646.581854462624,375.339416058394,405,82,69.5097282388631,333.414313316345,0.000110626220703125,141,0,0,0,0,0,0,0,0,0,0,249.286295565692,224.832114335564,1434,66,5.14471674473173,45.1905317306519,1.26361846923828e-05,895,0,0,0,0,0,0,0,0,840.27846455574,136,136,136,60.01989032541,60.0264277458191,60.0163292884827,15,0,0,0,0,0,0,0,0,0.0510468482971191,90,90,90,0.0510468482971191,0.051053524017334,0.0510401725769043,4
"2",7,881.235464811325,1036,84,84,14,0,0,0,0,0,0,14,"/generate_204","none",0.0146265540804182,72.6,137,54,0.00162517267560202,0.011554479598999,9.13143157958984e-05,140,"none",0,0,0,0,0,0,0,0,0,0,0,"www.google.com",0,0,46,38,8,70,70,0.00409297321153724,115.021739130435,199,74,0.00252161164214646,0.00591731071472168,4.29153442382812e-05,140,"_googlezone._tcp.local",17,17,816.369985818863,203,405,82,24.7384844187534,51.9891550540924,0.000204563140869141,34,0,0,0,0,0,0,0,0,0,0,244.160652269017,164.466731921236,1434,66,5.91444295857634,45.1291313171387,1.59740447998047e-05,560,0,0,0,0,0,0,0,0,840.268620491028,136,136,136,60.0191871779306,60.0250902175903,60.0155696868896,15,0,0,0,0,0,0,0,0,0.0507946014404297,90,90,90,0.0507946014404297,0.0507946014404297,0.0507946014404297,2
"3",7,853.0833568573,914,84,84,14,0,0,0,0,0,0,14,"/generate_204","none",0.0169110638754708,72.6,137,54,0.00187900709727454,0.0189237594604492,9.27448272705078e-05,140,"none",0,0,0,0,0,0,0,0,0,0,0,"clients1.google.com",0,0,40,36,4,59,59,0.00652657151222229,110.475,199,74,0.00406232476234436,0.0657157897949219,2.24113464355469e-05,118,"_googlecast._tcp.local",18,18,866.43793463707,205.25,405,82,24.7553695610591,51.9995658397675,0.000201702117919922,36,0,0,0,0,0,0,0,0,0,0,245.010864284303,138.129877906097,1434,66,6.2985553240732,45.1209373474121,1.59740447998047e-05,460,0,0,0,0,0,0,0,0,840.281285762787,136,136,136,60.0200918401991,60.0290358066559,60.0148949623108,15,0,0,0,0,0,0,0,0,0.0508455038070679,90,90,90,0.0508455038070679,0.0523073673248291,0.0493836402893066,4
"4",7,896.97930264473,1041,85,85,15,0,0,0,0,0,0,15,"/generate_204","none",0.0213673750559489,72.6,137,54,0.00237415278399432,0.0238010883331299,0.00010228157043457,150,"none",0,0,0,0,0,0,0,0,0,0,0,"clients1.google.com",0,0,48,40,8,72,72,0.00429901977380117,111.5625,199,74,0.0028249141242769,0.00643372535705566,2.24113464355469e-05,144,"_googlecast._tcp.local",18,21,433.202712655067,310.381578947368,405,82,11.7081814231099,57.0311930179596,0,39,0,0,0,0,0,0,0,0,0,0,190.824469427268,157.822028257333,1434,66,5.27920329677721,45.1210815906525,1.59740447998047e-05,549,0,0,0,0,0,0,0,0,840.27437210083,136,136,136,60.0195980072021,60.020827293396,60.0186965465546,15,0,0,0,0,0,0,0,0,0.0520193576812744,90,90,90,0.0520193576812744,0.0520193576812744,0.0520193576812744,2
"5",7,877.662393569946,957,92,92,14,0,0,0,0,0,0,14,"/generate_204","none",0.0171271732875279,72.6,137,54,0.00190301925416977,0.0189435482025146,0.000173330307006836,140,"none",0,0,0,0,0,0,0,0,0,0,0,"clients1.google.com",0,0,40,36,4,59,59,0.00483569502830505,111.975,199,74,0.00333150426546733,0.0106298923492432,2.21729278564453e-05,118,"_googlezone._tcp.local",21,27,443.485421538353,309.086956521739,405,82,33.6861087666617,102.09618473053,4.41074371337891e-05,48,0,0,0,0,0,0,0,0,0,0,227.754043102264,129.892556026882,1434,66,7.47340670050638,45.1226878166199,1.52587890625e-05,494,0,0,0,0,0,0,0,0,840.285692453384,136,136,136,60.0204066038132,60.0263226032257,60.0163128376007,15,0,0,0,0,0,0,0,0,0.0515786409378052,90,90,90,0.0515786409378052,0.052309513092041,0.0508477687835693,4
"6",7,867.392286777496,1008,84,84,14,0,0,0,0,0,0,14,"/generate_204","none",0.0139257907867432,72.6,137,54,0.00154731008741591,0.00484442710876465,0.000161886215209961,140,"none",0,0,0,0,0,0,0,0,0,0,0,"clients1.google.com",0,0,45,37,8,68,68,0.009372345606486,117.022222222222,199,74,0.00642238722907172,0.134607076644897,2.14576721191406e-05,136,"_googlezone._tcp.local",18,18,837.881794691086,205.25,405,82,23.9394798483167,80.6501758098602,0.00023961067199707,36,0,0,0,0,0,0,0,0,0,0,200.533023249019,182.700797430499,1434,66,4.90806410469106,45.1210296154022,1.59740447998047e-05,535,0,0,0,0,0,0,0,0,840.291841983795,136,136,136,60.0208458559854,60.0304386615753,60.0113062858582,15,0,0,0,0,0,0,0,0,0.0509219169616699,90,90,90,0.0509219169616699,0.0509219169616699,0.0509219169616699,2
"7",7,839.197464942932,953,94,94,14,0,0,0,0,0,0,14,"/generate_204","none",0.015031167439052,72.6,137,54,0.00167012971545023,0.0112197399139404,0.000101089477539062,140,"none",0,0,0,0,0,0,0,0,0,0,0,"clients1.google.com",0,0,40,36,4,59,59,0.00558009147644043,107.475,199,74,0.0035583217938741,0.017827033996582,2.16960906982422e-05,118,"_googlezone._tcp.local",18,18,837.491015434265,205.25,405,82,23.9283147266933,81.0100078582764,0.000192642211914062,36,0,0,0,0,0,0,0,0,0,0,235.925974260677,134.107443427079,1434,66,7.71560868974101,45.1368527412415,1.52587890625e-05,498,0,0,0,0,0,0,0,0,840.281380414963,136,136,136,60.0200986010688,60.0226981639862,60.0165920257568,15,0,0,0,0,0,0,0,0,0.0521570444107056,90,90,90,0.0521570444107056,0.0522658824920654,0.0520482063293457,4
"8",7,883.159470796585,982,83,83,15,0,0,0,0,0,0,15,"/generate_204","none",0.0154716014862061,72.6,137,54,0.00171906683180067,0.0138864517211914,9.48905944824219e-05,150,"none",0,0,0,0,0,0,0,0,0,0,0,"clients1.google.com",0,0,46,38,8,68,68,0.00687770221544349,107.195652173913,199,74,0.00558039416437564,0.0707938671112061,2.14576721191406e-05,136,"_googlezone._tcp.local",19,33,461.282372355461,318.5,405,82,91.0898399523326,166.754991054535,5.12599945068359e-05,52,0,0,0,0,0,0,0,0,0,0,215.144748449326,143.50132145424,1434,66,5.55035974296229,45.121839761734,1.52587890625e-05,483,0,0,0,0,0,0,0,0,840.279281139374,136,136,136,60.0199486528124,60.0230226516724,60.0161926746368,15,0,0,0,0,0,0,0,0,0.0499494075775146,90,90,90,0.0499494075775146,0.0499494075775146,0.0499494075775146,2
"9",7,863.753679513931,1054,93,93,14,0,0,0,0,0,0,14,"/generate_204","none",0.0155491999217442,72.6,137,54,0.0017276888801938,0.00658822059631348,9.25064086914062e-05,140,"none",0,0,0,0,0,0,0,0,0,0,0,"clients1.google.com",0,0,52,48,4,73,73,0.00493842821854811,114.019230769231,199,70,0.00359195623642359,0.0220563411712646,2.24113464355469e-05,146,"_googlezone._tcp.local",24,28,792.23236823082,201.211538461538,405,82,15.5339680045259,102.097494363785,8.32080841064453e-05,52,0,0,0,0,0,0,0,0,0,0,244.158689563925,148.802724144593,1434,66,6.00123884902938,45.1227893829346,1.66893005371094e-05,555,0,0,0,0,0,0,0,0,840.308578968048,136,136,136,60.0220413548606,60.0401840209961,60.0061919689178,15,0,0,0,0,0,0,0,0,0.0509083271026611,90,90,90,0.0509083271026611,0.0521998405456543,0.049616813659668,4
"10",7,844.633542776108,955,84,84,14,0,0,0,0,0,0,14,"/generate_204","none",0.0157267877033779,72.6,137,54,0.00174742085593087,0.00924897193908691,9.98973846435547e-05,140,"none",0,0,0,0,0,0,0,0,0,0,0,"clients1.google.com",0,0,43,35,8,64,64,0.00477077794629474,111.395348837209,199,74,0.00328448022058768,0.0120294094085693,0.000120401382446289,128,"_googlezone._tcp.local",19,34,416.935684323311,327.961538461538,405,82,8.17520949653551,102.055346488953,0,53,0,0,0,0,0,0,0,0,0,0,245.027602142758,161.610261379734,1434,66,6.05330710720338,45.1204450130463,1.66893005371094e-05,476,0,0,0,0,0,0,0,0,840.278654336929,136,136,136,60.0199038812092,60.0216054916382,60.0183811187744,15,0,0,0,0,0,0,0,0,0.0526473522186279,90,90,90,0.0526473522186279,0.0526473522186279,0.0526473522186279,2
